"Date","ZM-US","CTAS-US","FAST-US","ANSS-US","WBA-US","ADSK-US","ADI-US","ILMN-US","MSFT-US","MAR-US","SBUX-US","MNST-US","DLTR-US","COST-US","FISV-US","REGN-US","ALGN-US","QCOM-US","SIRI-US","SGEN-US","ADP-US","BIIB-US","GILD-US","AMGN-US","ROST-US","ATVI-US","TXN-US","AMZN-US","CTSH-US","ORLY-US","NVDA-US","KLAC-US","AEP-US","ADBE-US","PCAR-US","NFLX-US","MCHP-US","MRVL-US","MU-US","CDNS-US","AAPL-US","EBAY-US","LRCX-US","SNPS-US","IDXX-US","INTC-US","CSCO-US","EA-US","ISRG-US","PEP-US","INTU-US","XEL-US","CPRT-US","BKNG-US","PAYX-US","AMAT-US","VRTX-US","EXC-US","DXCM-US","LULU-US","GOOGL-US","MELI-US","KDP-US","NXPI-US","MDLZ-US","CMCSA-US","VRSK-US","AVGO-US","TSLA-US","CHTR-US","TMUS-US","META-US","TEAM-US","WDAY-US","PYPL-US","KHC-US","PDD-US","MRNA-US","sentiment"
2021-11-30,211.41,422.19,59.17,391.48,44.8,254.19,180.25,365.33,330.59,147.56,109.64,41.89,133.83,539.38,96.52,636.53,611.53,180.56,6.1,160,230.89,235.74,68.93,198.88,109.09,58.6,192.37,175.3535,77.98,638.16,326.76,408.13,81.05,669.85,55.613335,641.9,83.43,71.17,84,177.46,165.3,67.46,679.85,341,608.07,49.2,54.84,124.22,324.34,159.78,652.3,63.73,72.58,2101.85,119.2,147.19,186.94,37.600025,140.6475,454.41,141.8975,1188.41,33.99,223.36,58.94,49.98,224.87,553.68,381.58667,646.28,108.81,324.46,376.32,274.23,184.89,33.61,66.5,352.43,-0.231240743813683
2021-12-01,197.71,417.62,58.47,380.14,43.72,249.68,180.84,357.66,330.08,142.5,108.66,40.53,132.6,529.84,95.55,630.59,602.29,175.63,6.01,158.25,226.87,229.5,68.93,200.8,104.87,57.28,191.76,172.186,76.86,636.74,314.35,412.18,80.28,657.41,54.966667,617.77,84.47,70.95,85.15,175.05,164.77,66.81,693.53,334.75,599.45,48.6,55.03,120.23,319.93,160.16,663.89,64.21,71.26,2067.01,117.8,151.67,205,37.286278,137.0875,448.43,141.0515,1104.2,33.56,223,58.56,49.08,219.64,554.76,365,634.2,106.72,310.6,357.21,260.86,179.32,32.88,62.11,310.61,0.0504003310664606
2021-12-02,191.75,432.17,59.66,395.09,44.62,257.66,180.63,357.48,329.49,151.12,111.42,41.48,134.83,525.51,99.86,634,624.93,177.03,6.25,158.67,232.43,228.52,69.67,201.17,110.56,57.29,193.58,171.86801,79.43,657.35,321.26,402.53,81.31,671.88,55.973335,616.47,84.24,71.03,82.88,184.66,163.76,67.48,661.52,349.67,599.01,49.5,56.15,122.59,327.32,160.62,672.12,64.65,73.505,2171.93,120.65,146.49,204.45,37.735508,140.055,450.68,142.966,1129.22,34.16,222.73,59.46,51.5,225.87,552.45,361.53333,670.4,110.36,310.39,368.94,266.66,187.15,33.25,59.28,301.49,0.191058623362832
2021-12-03,183.92,427.27,60.13,385.38,46.53,259.02,180.79,347.28,323.01,149.98,111.24,41.85,137.04,528.93,100.5,635.16,619.75,176.51,6.21,150.74,229.89,223.92,69.56,202.44,110.19,57.36,193.38,169.4895,78.52,659.18,306.93,400.68,82.34,616.53,57.113335,602.13,85.27,83.59,81.62,177.87,161.84,67.05,661.47,344.56,586.54,49.25,56.23,125.27,321.63,164.71,647.96,65.17,72.81,2114.44,119.8,145.83,203.81,37.60716,129.8725,435.72,142.00151,1052.95,34.47,227.12,60.26,51.78,221.65,558.12,338.32333,679.3,112.77,306.84,349.5,266.99,183.93,33.64,54.44,306.72,-0.0635215748134328
2021-12-06,185.84,435.32,62,394.43,48.3,265.56,181.06,351.65,326.19,156.7,113.36,42.855,137.81,533.2,103.13,625,638.92,175.45,6.32,146.01,232.2,224.11,69.5,208.79,112.68,58.09,194.61,171.36852,80.72,661.43,300.37,399.53,83.49,622.04,58.40667,612.69,83.95,85.43,82.45,177.21,165.32,66.07,667.56,345.45,592.21,50.99,56.96,126.31,323.77,166.42,645.34,65.18,72.86,2227.28,121.93,147.38,205.06,38.17048,131.1075,423.54,143.15501,1112.14,34.8,224.28,61.42,52.35,221.91,564.98,336.33667,672.95,115.63,317.87,353.44,269.09,184.86,34.27,56.01,265.33,0.149984927701674
2021-12-07,189.06,446.02,63.21,403.6,48.23,276.7,186.64,369.43,334.92,156.53,116.26,44.185,137.98,542.02,103.13,635.09,666.72,183.72,6.2,146.44,235.13,226.83,69.65,211.32,113.1,58.77,199.03,176.1645,81.45,672.79,324.27,419.15,83.91,649.96,58.40667,625.58,88.89,91.51,85.83,182.77,171.18,67.23,706.15,356.2,611.43,52.57,58.08,126.15,340.49,166.23,673.3,66.04,75.31,2245.03,123.13,156.89,205.22,38.448574,139.6,434.95,147.2695,1178.26,34.93,238.9,61.41,49.58,225.44,590.4,350.58334,650.6,117.15,322.81,382.99,280.24,191.02,34.51,63.03,282.35,0.169372694748359
2021-12-08,194.86,450.98,62.87,404.61,48.5,276.29,186.26,375.98,334.97,157.64,116.25,44.465,138.63,530.11,103.95,654.04,675.22,182.63,6.21,149.55,234.3,234.72,69.71,213.53,113.13,59.27,196.39,176.158,81.22,674.72,318.26,421.28,84.02,653.1,59.27334,628.08,87.34,91.29,86.02,184.21,175.08,67.16,714.03,364.36,618.55,51.75,57.02,126.37,340.8,166.52,673.06,67.11,74.865,2307.2,123.04,157.29,206.61,38.099174,141.2125,426,148.18651,1210.4,34.81,228.09,60.88,48.94,229.05,588.56,356.32,642.07,114.75,330.56,387.41,282.3,197.35,33.15,62.43,283.4,0.0751105243941842
2021-12-09,188.27,449.13,62.81,394.27,49.17,267.67,183.68,371.34,333.1,157.15,115.35,44.15,138.44,524.33,103.53,665.72,673.59,182.26,6.16,144.96,232.74,232.43,70.3,212.57,112.53,59.07,193.4,174.171,80.99,672,304.9,409.37,83.52,632.57,59.073334,611,86.63,90.03,84.93,179.62,174.56,66.6,699.39,354.48,607.58,50.48,57.55,125,340.34,166.31,665.51,66.8,74.135,2267.61,122.32,152.65,208.41,37.892384,140.0375,416.92,147.6385,1131.84,34.59,225.16,60.99,47.81,224.5,583.42,334.6,611.97,113.99,329.82,375.44,279.35,191.75,33.47,62.18,272.21,-0.0965827775577558
2021-12-10,185.25,458.45,64.1,398.45,49.5,269,183.43,374.52,342.54,160.81,116.73,44.775,141.55,558.82,103.19,669.52,668.12,183.88,6.28,142.57,236.73,232.62,70.25,210.89,112.86,58.6,196,172.212,82.1,682.37,301.98,410.69,83.99,654.45,59.426666,611.66,87.13,89.02,85.54,184.14,179.45,66.89,705.96,362.34,607.9,50.59,59.25,125.64,344.96,168.97,677.95,66.51,74.605,2236.36,124.25,152.73,208.06,38.441444,141.625,409.58,148.00151,1144.5,35.32,226.46,62.26,48.45,226.66,631.68,339.01,610.89,114.77,329.75,372.62,279.68,188.51,34.15,63.62,257.06,0.25624548704918
2021-12-13,184.57,457.43,64.09,404.6,49.14,268.88,178.47,379.54,339.4,153.68,115.56,44.89,140.88,557.22,104.29,660.15,629.91,183.32,6.29,144.17,235.02,234.5,70.61,211.39,109.68,58.7,193.24,169.5675,81.93,671.76,281.61,399.75,84.98,658.3,58.9,604.56,85.16,86.59,84.35,184.13,175.74,66.69,684.97,362.23,605.34,50,58.61,126.77,340.36,169.81,668.74,67.46,72.905,2149.51,124.4,147.1,208.15,38.60545,137.4025,403.75,145.8265,1180,35.3,221.79,63.17,47.71,228.94,621.66,322.13666,605.55,115.01,334.49,369.93,280.92,186.38,34.48,61.61,271.99,-0.0238718317254175
2021-12-14,181.94,448.59,63.03,394.15,49.32,263.22,176.28,386.38,328.34,154.01,114.71,45.185,139.24,545.34,104.23,670.97,605.73,181.98,6.3,144.46,229.72,230.76,70.52,213.74,109.6,59.52,190.27,169.0915,81.88,667.36,283.37,399.46,85.13,614.86,58.78,597.99,84.89,85.29,83.29,176.06,174.33,65.85,679.21,345.93,596.35,49.7,57.77,126.85,328.24,169.39,639.48,67.39,73.54,2124.93,122.43,147.73,209.24,38.39866,133.835,395.09,143.907,1190.4,35.06,219.99,63.39,48.76,224.8,614.91,319.50336,621.89,117.31,333.74,351.74,273.35,186.8,34.78,61.62,277.16,-0.152013363179074
2021-12-15,183.73,457.71,63.65,405.42,49.66,271.73,179.53,391.74,334.65,151.18,114.68,45.605,140.05,565.48,103.66,657.93,602.01,189.28,6.38,150.08,233.92,235.88,71.21,219.25,108.82,60.26,193.44,173.315,82.9,687.21,304.59,409.91,87.23,630.33,58.726665,605.04,87.94,88.37,85.66,184.27,179.3,65.61,697.31,361.3,611.56,50.67,59.93,128.9,331.66,171.57,647.49,68.82,74.64,2130.38,125.28,153.66,211.13,38.997635,135.3225,402.48,146.44101,1210.12,35.65,229.38,64.79,48.18,228.57,639.86,325.33002,617.32,118.42,341.66,364.43,279.22,190.66,34.88,59.13,283.28,0.327561401515152
2021-12-16,182.4,454.81,63.46,398.14,49.26,269.61,172.6,378.87,324.9,150.76,113.59,45.81,138.09,552.63,104.82,631.74,595.06,178.15,6.34,148.67,231.85,235.52,72.31,222.58,109.27,61.49,188.24,168.871,84.68,687.47,283.87,397.31,88,566.09,57.27334,591.06,84.53,83.59,82.69,179.62,172.26,64.04,671.28,352.92,607.56,50.83,60.31,129.39,334.53,171.82,633.96,68.95,73.115,2164.91,124.65,146.7,212.61,38.762325,132.34,390.62,144.44499,1178.03,35.7,217.95,65.69,48.84,229.2,620.68,308.97333,631.58,120.58,334.9,345.44,272.23,188.75,36,57.09,282.02,-0.0499307612573099
2021-12-17,199.74,438.51,62.05,396.86,48.85,277.65,170.11,384.92,323.8,150.19,108.63,45.81,136.32,547.61,103.65,619.28,609.06,176.8,6.38,150.15,229.41,237.43,72.21,222.5,108.07,61.36,186.3,170.0175,84.82,676.07,278.01,391.55,86.54,556.64,55.666668,586.73,84.36,84.03,83,179.15,171.14,64.03,669.17,348.04,616.88,50.62,60.46,127.52,337.4,168.3,620.27,67,71.56,2210.46,123.89,146.15,214.54,38.16335,138.835,384.66,141.725,1187.55,35.68,218.71,64.96,48.75,222.14,634.96,310.8567,650,119.81,333.79,350.96,273.88,186.2,35.51,58.06,294.8,-0.0678619977469671
2021-12-20,197.97,429.94,61.32,385.93,48.83,275.12,168.32,374.2,319.91,149.68,108.09,45.82,136.38,548.56,100.52,603.14,593.94,176.67,6.35,154.76,229.36,236.96,72.47,219.99,105.86,61.8,184.24,167.07901,82.91,672.59,277.19,385.5,87.23,549.77,54.74667,593.74,82.6,84.17,82.03,177.32,169.75,63.79,661.08,346.11,604.11,49.6,60.36,129.92,332.11,169.42,604.63,67.12,70.98,2208.75,123.8,145.01,215.41,38.07778,136.2225,370.57,141.607,1187.36,35.48,217.65,64.78,48.4,221.31,645.03,299.98,646.76,118.99,325.45,343.33,269.7,182.68,35.27,54.78,276.38,-0.151496541935484
2021-12-21,199.42,436.79,61.59,396.46,49.96,280.42,172.08,379.46,327.29,158.32,110.37,46.395,136.48,545.43,105.26,606.81,628.72,179.58,6.41,156.67,231.95,234.65,71.84,220.92,108.55,63.59,186.37,170.417,85.2,674.72,290.75,409.4,86.75,557.52,55.586666,604.92,85.34,86.3,90.68,183.03,172.99,63.71,683.07,359.07,624.06,50.77,61.03,132.17,348.09,168.92,621.07,66.34,71.765,2365.75,126.43,151.42,218.6,38.462837,141.475,383.31,143.4725,1224.51,35.32,224.37,64.32,48.86,221.99,646.24,312.84335,644.33,121.1,334.2,380.63,278.86,189.14,35,59.31,268.14,0.238167412075472
2021-12-22,193.13,428.89,62.04,400.64,50.41,282.61,172.29,378.8,333.2,162.58,111.74,46.74,136.52,549.67,106.19,617.48,645.89,181.38,6.38,156.78,237.62,234.48,72.43,221.53,109.03,64.1,186.93,171.037,85.9,681.45,294,413.21,86.62,563.98,56.173336,614.24,86.37,88.29,90.34,186.56,175.64,63.94,691.22,364.83,640.03,50.97,61.53,131.47,362.21,169.97,631.66,66.73,72.7,2385.18,133.41,152.32,222.77,38.769455,143.1975,388.79,146.41501,1227.94,35.87,226.76,64.83,49.03,223.85,655.2,336.29,639.79,120.56,330.45,388.05,277.88,191.68,35.11,58.44,251.36,0.22166281129326
2021-12-23,191.65,435,62.59,403.59,50.48,280.99,172.66,382.29,334.69,165.19,112.37,46.92,137,550.37,105.54,625.38,653.98,182.74,6.43,158.54,242,235.41,72.48,223.79,110.16,65.16,187.4,171.06851,86.29,679.42,296.4,420.76,86.52,569.62,56.63333,614.09,86.93,87.68,94.42,187.48,176.28,64.89,698.72,366.15,645.02,51.31,62.28,132.54,363.94,169.78,635.71,66.61,73.09,2402.25,134.24,155.49,223.45,38.855026,143.0025,391.56,146.9165,1262.73,35.94,227.35,64.94,50.03,225.53,664.8,355.6667,648.3,119.91,335.24,387.92,278.05,192.01,35.25,57.71,249.99,0.258222249047619
2021-12-27,187.44,442.08,63.58,411.22,50.73,284.3,175.47,384.66,342.45,166.71,114.22,47.4,138.47,563.47,103.94,634.77,661.07,186.33,6.45,157.67,246.29,234.19,72.87,225.17,112.37,65.45,191.84,169.6695,88.09,692.44,309.45,440.17,87.08,577.68,57.200005,613.12,89.35,90.81,94.43,191.65,180.33,65.66,723.4,375.59,654.84,51.94,63.42,133.04,364.58,171.47,652.77,66.82,74.365,2394.51,135.64,162.72,222.34,39.083206,142.47,400.75,147.9065,1299.11,36.11,232.78,65.52,50.47,227.41,674.28,364.64667,652.35,118.58,346.18,394.43,279.35,192.01,35.43,56.96,246.88,0.160563166743649
2021-12-28,183.77,444.1,63.88,409.92,51.43,282.77,174.38,380.07,341.25,166.75,115.57,47.35,139.29,564.64,104.7,638.46,656.37,184.82,6.41,157.66,246.07,235.99,72.97,225.77,112.16,66.67,191.1,170.661,88.73,696.87,303.22,432.15,88.21,569.36,57.933334,610.71,88.03,87.99,92.94,190.08,179.29,66.08,716.1,372.15,651.28,51.76,63.53,133.47,364.54,172.36,649.78,67.62,74.875,2386.91,135.85,159.64,221.93,39.65366,132.375,400.07,146.687,1316.28,36.37,231.02,66.01,50.51,228.08,669,362.82333,655.79,118.16,346.22,388.61,275.8,190.1,35.86,56.04,241.44,0.0715727420103092
2021-12-29,181.81,444.94,64.42,407.06,52.25,282.57,175.52,377.85,341.95,166.55,116.38,47.895,140.3,567.77,104.27,647.28,653.34,186.2,6.37,158.92,248.01,258.31,73.64,227.6,113.31,67.16,190.81,169.201,89.59,708.14,300.01,435.08,88.58,569.29,58.42,610.54,88.24,88.54,96.17,189.93,179.38,66.46,726.75,373.44,655.69,51.83,63.96,133.14,365.27,172.97,648.03,67.96,75.42,2384.68,137.38,160.98,223.32,40.39525,133.85,401,146.65501,1323.56,36.58,230.52,66.37,50.59,229.3,672.61,362.06332,656.28,117.64,342.94,382.78,275.75,189.97,35.81,54.01,247.88,0.245405488997555
2021-12-30,190.52,439.55,63.81,405.68,51.99,281.71,174.78,384.24,339.32,164.86,116.24,47.695,141.27,563.91,104.52,642.51,662.22,182.73,6.42,157.19,245.56,240,73.36,226.47,114.27,67.49,189.41,168.6445,88.94,701.77,295.86,427.08,88.69,570.53,58.28,612.09,87.08,87.44,93.89,188.25,178.2,66.78,718.33,370.81,661.32,51.74,63.62,134.46,363.3,172.67,643.36,68.23,75.54,2395.92,136.45,157.98,222.45,40.894394,135.3275,398.69,146.2005,1356.46,36.68,228.6,65.75,50.59,228.09,665.08,356.78,657.23,116.51,344.36,385.36,276.5,191.88,35.66,59.45,251.6,0.0636535961864406
2021-12-31,183.91,443.17,64.06,401.12,52.16,281.19,175.77,380.44,336.32,165.24,116.97,48.02,140.52,567.7,103.79,631.52,657.18,182.87,6.35,154.6,246.58,239.92,72.61,224.97,114.28,66.53,188.47,166.71701,88.72,706.23,294.11,430.11,88.97,567.06,58.840004,602.44,87.06,87.49,93.15,186.35,177.57,66.5,719.15,368.5,658.46,51.5,63.37,131.9,359.3,173.71,643.22,67.7,75.81,2399.23,136.5,157.36,219.6,41.186752,134.2375,391.45,144.852,1348.4,36.86,227.78,66.31,50.33,228.73,665.41,352.26,651.97,115.98,336.35,381.29,273.18,188.58,35.9,58.3,253.98,0.0764456517699115
2022-01-03,184.26,424.09,61.98,395.49,53.06,283.72,177.15,380.87,334.75,163.91,116.68,48.27,141.17,566.71,107.62,627.1,648.05,186.21,6.36,157.85,244.01,244.14,72.58,226.69,113.16,67.42,190.6,170.40451,89.57,695.94,301.21,435.09,88.61,564.37,58.98667,597.37,88,89.43,95.75,183.16,182.01,66.8,725.46,361.1,631.01,53.21,63.16,134.95,360,172.98,631.47,67.94,73.475,2461.42,134.51,159.93,222.53,40.694736,130.1975,387.56,144.9915,1332.94,36.71,231.22,65.97,50.74,221.66,663.32,399.9267,647.58,114.43,338.54,350.42,263.72,194.94,36.14,56.1,235.05,0.186785439516129
2022-01-04,179.85,425.11,62.33,391.1,53.48,278.19,175.55,372.36,329.01,168.01,114.24,48.87,140.51,564.23,109,616.82,623.5,187.23,6.17,152.67,245.15,241.73,72.21,227.84,113.16,67.2,190.8,167.522,91.42,698.86,292.9,431.24,88.65,554,61.826668,591.15,87.47,88.37,96.34,178.3,179.7,65.14,712,352.99,605.42,53.14,61.25,135.76,354.63,173.23,618.32,68.37,73.06,2464.93,134.25,158.36,221.86,40.65195,128.0675,380.82,144.3995,1241.38,37.26,232.87,66.45,50.19,221.73,670.92,383.19666,640.77,114.06,336.53,334.99,253.06,191.14,36.91,49.82,233.06,0.0332095736842105
2022-01-05,174.88,405.98,61.54,376.94,54,264.32,172.84,367.88,316.38,164.37,110.44,48.025,140.4,549.92,108.36,595.12,578.84,186.5,6.15,145.65,243.06,239.27,72.18,225.14,109.66,66.29,186.82,164.357,90.02,685.33,276.04,420.74,89.47,514.43,62.053337,567.52,84.52,84.12,94.4,172.62,174.92,64.49,691.81,339.77,583.46,53.87,60.28,133.8,341.95,173.82,593.7,69.04,70.755,2413.3,131.69,153.74,221.42,40.623432,121.9525,362.48,137.77501,1129.69,37.03,224.57,67.41,50.22,214.31,643,362.70667,624.86,115.36,324.17,311.64,248.26,187.16,36.76,48.53,215.23,-0.105765497607655
2022-01-06,176.33,403,61.89,368.88,52.44,264.11,173.39,378.93,313.88,165.22,111.14,47.76,142.82,549.8,109.14,598.44,567.62,185.95,6.19,144.82,241.39,237.3,71.59,225.17,109.44,63.82,186.76,163.25401,88.23,700.22,281.78,432.22,89.18,514.12,62.673336,553.29,85.3,85.53,95.65,173.12,172,66.81,701.91,344.97,576.36,54.01,60.92,129.69,334.18,173.86,586.39,68.5,70.74,2429.97,130.8,156.34,221.65,40.452293,120.75,368.77,137.7475,1156.78,37.43,226.96,67.38,50.51,212.67,637.03,354.9,631.95,115.57,332.46,313.75,250.63,192.27,36.83,52.13,216.06,0.0990459006688963
2022-01-07,171.6,397.42,60.63,362.08,53.84,262.32,168.84,370.36,314.04,166.66,107.57,47.03,140.96,536.18,108.83,603.73,546.99,180.41,6.2,143.72,238.84,232.6,71.26,227.29,104.99,64.04,179.44,162.554,87.42,682.25,272.47,416.91,90.8,510.7,62.28,541.06,81.93,83.11,94.45,166.02,172.17,66.32,669.29,330.36,550.3,53.44,61.13,131.78,324.29,174.08,567.56,69.1,68.205,2434.58,128.84,150.81,221.85,40.38812,117.8725,355.21,137.01701,1085.36,37.3,221.33,67.55,50.05,206.65,619.15,342.32,610.49,109.74,331.79,303.71,250.24,187.6,37.35,55.9,213.86,-0.0475397914179105
2022-01-10,172.56,399.23,60.17,363.18,53.73,262.39,170.4,362.28,314.27,162.05,106.03,46.365,135.74,518.8,107.75,621.27,548.91,179.68,6.26,145.08,232.89,235.31,72.09,230.37,103.12,63.11,182.96,161.48601,86.68,675.08,274,418.73,90.5,525.83,61.573334,539.85,82.93,82.21,93.89,165.88,172.19,64.57,664.29,329.63,558.65,55.21,61.82,128.9,325.53,174.17,570.19,69.86,68.045,2426.4,126.58,149.59,223.96,40.516468,115.585,348.43,138.6695,1053.31,37.31,221.83,67.03,50.52,206.68,621.16,352.70667,605.43,105.74,328.07,312.98,252.31,182.95,37.36,56.99,233.7,0.0464188723431498
2022-01-11,175.97,405.1,60.29,369.34,54.33,270.63,173.63,423.8,314.98,165.2,104.04,47.29,137.11,522.03,109.47,626.09,559.64,185.4,6.32,144.37,235.28,241.52,72.37,232.38,106.93,65.85,184.64,165.362,87.97,681.6,278.17,425.61,89.77,529.89,61.586666,540.84,84.61,86.23,94.2,169.23,175.08,66.43,673.21,340.38,555.06,55.91,62.37,130.8,328.02,174.09,578.72,68.6,69.01,2469.42,128.77,152.45,226.15,39.66079,120.2925,346.75,139.73601,1166.07,37.83,227.54,67.26,51.14,208.68,622.05,354.80002,612.1,110.97,334.37,314.95,255.72,191.52,37.59,60.02,221.39,0.220747218616145
2022-01-12,170.65,406.21,60.38,370.15,53.91,269.6,173.75,413.37,318.27,164.86,103.87,46.99,136.9,525.8,108.5,631.44,539.47,186.42,6.33,141.03,234.63,225.34,72.25,231.76,105.44,64.81,186.03,165.207,88.07,683.6,279.99,433.86,90.29,532.37,61.693336,537.22,85.23,84.94,95.11,170.18,175.53,64.32,686.32,338.59,554.63,55.74,62.12,132.5,323.16,173.9,577.26,68.59,70.34,2436.1,128.28,159.55,226.14,39.924625,122.595,352.72,141.43051,1210.91,38.01,229.02,67.37,50.95,207.39,622,368.74,613.98,110.85,333.26,320.59,257.96,187.2,37.3,60.38,222.89,0.052763775
2022-01-13,162.1,404.74,60.75,352.08,54.19,260.17,169.78,399.51,304.8,164.51,102.4,47.185,134.13,516.88,108.94,616.11,524.78,183.89,6.36,136.79,231.93,236.67,71.88,230.85,104.73,64.17,184.15,161.214,87.2,687.74,265.75,421.48,90.86,516.9,63.54667,519.2,83.69,78.65,95.62,163.16,172.19,63.28,686.77,327.51,534.2,54.94,61.5,130.84,313.21,174.18,552.92,69.02,69.275,2458.98,126.63,157.18,226.58,40.28116,113.945,336.27,138.587,1131.01,38.45,221.86,67.64,51.28,203.11,597.19,343.85336,619.08,110.12,326.48,298.65,249.41,181.01,37.65,57.62,210.17,-0.0601127870090634
2022-01-14,159.72,397.45,59.2,348.54,54.3,259.1,172,405.14,310.2,162.8,100.12,44.955,130.81,502.99,109.11,615.24,524.63,188.69,6.18,137.09,228.75,239.3,71.77,235.36,102.27,65.39,187.01,162.138,87.2,678.87,269.42,445,90.98,520.6,64.333336,525.69,84.29,83,97.36,161.75,173.07,63.45,729.82,326.16,529.35,55.7,61.36,130.44,307.74,175.64,550.79,68.97,68.355,2450.95,125,167,234.06,40.102894,111.835,328.98,139.48051,1122.74,39.28,225.29,68.1,51.68,198.15,596.37,349.87,607.69,108.52,331.9,297.39,254.31,178.42,38.02,60.41,204.73,-0.000222946388443037
2022-01-18,157.7,391.06,58.39,337.54,53.52,252.03,166.5,383.13,302.65,159.51,97.73,43.35,129.04,488.07,106.4,611.22,489.56,178.86,6.11,130.29,226.44,233.81,70.43,233.83,99.21,82.31,182.28,158.91751,86.19,665.67,259.03,412.98,90.32,513.34,63.980003,510.8,79.33,77.67,92.87,153.53,169.8,61.61,679.01,313.48,518.17,54.76,59.73,133.91,295.49,173.96,537.82,68.39,66.47,2384.21,123.03,152.36,231.07,39.960278,107.4675,332.53,135.998,1100.75,38.15,217.42,67.37,50.18,198.45,577.79,343.50336,582.75,106.91,318.15,293.63,245.86,174.46,37.43,61.53,186.61,-0.119637458223684
2022-01-19,157.23,387.84,58.02,337.1,53.53,254.35,163.06,384.36,303.33,154.2,96.87,43.365,131.32,490.16,106.05,618.11,497.59,172.47,6.1,132.55,224.83,230.81,69.07,231.3,99.03,82.15,178.3,156.299,86.04,659.59,250.67,393.19,90.3,516.58,62.77334,515.86,76.66,76.89,90,153.17,166.23,62.29,642.73,312.14,519.13,53.62,58.9,136.91,293.46,175.21,545.35,68.12,65.95,2377.09,121.27,143.07,230.84,40.28116,108.8075,330.95,135.1165,1060.94,38.38,210.95,67.6,50.33,199.86,563.97,331.88336,581.3,105.38,319.59,293.46,249.46,173.55,37.22,64.35,174.07,-0.0169496816625917
2022-01-20,155.81,380.3,56.17,333.32,53.18,252.41,158.63,380.44,301.6,156.7,95.72,43.185,127.97,482.82,106.3,614.38,490.71,166.5,6.04,133.06,220.31,225.91,67.81,228.9,97.43,81.76,173.45,151.66751,85.69,648.06,241.5,383.28,89.92,510.85,61.533337,508.25,73.97,73.8,85.07,150.31,164.51,60.71,619.67,309.96,511.15,52.04,58.08,138.88,292.73,173.94,544.62,68.18,64.2,2433.64,120.99,139.15,228.61,40.63056,108.66,322.53,133.3075,1091.31,38.11,199.61,67.76,50.22,198.03,547.72,332.09003,572.16,104.06,316.56,291.32,251.77,173.28,37.06,66.12,167.52,-0.0873253514317181
2022-01-21,147.66,379.51,56.52,325.74,52.5,239.19,159.52,365.94,296.03,156.99,96.31,42.81,126.23,481.61,104.86,621.4,462.78,164.93,6.01,127.55,217.13,220.52,68.51,227.72,95.43,81.35,175.64,142.643,84.26,635.92,233.74,373.03,89.97,499.91,61.04,397.5,73.33,72.55,81.93,148.3,162.41,59.54,605.79,303.31,501.96,52.04,56.68,139.01,269.53,174.22,528.55,68.22,63.345,2345.86,118.67,135.06,228.08,40.480816,105.525,313.02,130.3515,1052.56,37.83,199.95,68.36,49.73,196.09,533.23,314.63336,569.69,101.62,303.17,283,245.69,163.54,37,62.41,160.07,-0.115241227076223
2022-01-24,152.95,386.32,57.47,334.77,52.38,245.35,161.44,364.96,296.37,155.74,98.1,44.07,132.15,488.9,102.74,621.48,474.43,170.07,6.05,129.55,218.24,224.69,68.57,226.08,98.25,79.97,178.34,144.54399,85.1,657.77,233.72,391.1,89.12,519.66,60.76667,387.15,74.85,72.09,82.95,151.66,161.62,59.66,621.82,308.34,511.65,51.94,56.9,135.2,271.98,173.33,534.68,67.43,64.71,2349.62,120.09,139.29,229.68,40.00306,106.7075,321.62,130.804,1026.63,38.17,203.07,67.61,50.07,197.38,541.58,310,577.13,106.65,308.71,300.27,247.63,162.17,36.39,60.52,157.3,0.069437413190184
2022-01-25,145.89,381.23,55.68,321.61,50.99,233.78,155.77,344.76,288.49,157.03,97.01,43.165,131.35,477.32,101.04,603.19,467.99,165.45,6.06,125.1,216.88,222.31,68.84,225.04,96.61,79.12,173.96,139.98601,82.25,646.37,223.24,370.11,88.96,502.72,62.63333,366.42,72.54,67.02,80.72,142.39,159.78,58.18,588.23,291.66,478.19,51,56.11,131.01,264.14,171.34,515.99,67.88,63.545,2329.02,118.77,132.99,227.11,39.5467,101.5575,308.83,126.935,1001.65,38.08,194.77,66.98,49.67,190.61,534.14,306.13336,563.54,105.67,300.15,286.69,236.11,158.2,36.21,59.5,152.54,-0.163705973164557
2022-01-26,140.33,381.31,55.32,318.07,49.76,233.28,159.77,331.78,296.71,158.73,95.58,42.295,127.6,483.47,99.97,605.25,457.36,167,5.98,123.55,197.46,219.6,67.34,222.54,94.76,78.78,178.33,138.8725,81.83,630.82,227.72,380.6,88.83,500.81,62.586666,359.7,74.39,67.66,81.97,141.49,159.69,57.71,596.67,288.56,466.52,51.69,55.33,129.98,264.46,169.53,507.48,67.62,61.595,2370.63,113.57,135.58,226.58,39.717834,98.9575,302.76,129.233,975.64,37.41,196.96,66.62,48.46,187.76,557.12,312.47,555,104.22,294.63,293.06,225.04,156.98,36.04,54.08,154.96,0.0207510342713568
