"Date","ZM-US","CTAS-US","FAST-US","ANSS-US","WBA-US","ADSK-US","ADI-US","ILMN-US","MSFT-US","MAR-US","SBUX-US","MNST-US","DLTR-US","COST-US","FISV-US","REGN-US","ALGN-US","QCOM-US","SIRI-US","SGEN-US","ADP-US","BIIB-US","GILD-US","AMGN-US","ROST-US","ATVI-US","TXN-US","AMZN-US","CTSH-US","ORLY-US","NVDA-US","KLAC-US","AEP-US","ADBE-US","PCAR-US","NFLX-US","MCHP-US","MRVL-US","MU-US","CDNS-US","AAPL-US","EBAY-US","LRCX-US","SNPS-US","IDXX-US","INTC-US","CSCO-US","EA-US","ISRG-US","PEP-US","INTU-US","XEL-US","CPRT-US","BKNG-US","PAYX-US","AMAT-US","VRTX-US","EXC-US","DXCM-US","LULU-US","GOOGL-US","MELI-US","KDP-US","NXPI-US","MDLZ-US","CMCSA-US","VRSK-US","AVGO-US","TSLA-US","CHTR-US","TMUS-US","META-US","TEAM-US","WDAY-US","PYPL-US","KHC-US","PDD-US","MRNA-US","sentiment"
2021-01-04,359.98,343.6,47.65,357.67,41.4,296.84,146.02,367.76,217.69,124.77,103.1,45.3,106.94,380.15,111.92,482.86,526.46,148.5,6.17,168.43,168.96,242.95,60.11,226.66,117.07,89.9,162.22,159.3315,79.42,453.97,131.135,260.33,81.54,485.34,56.480003,522.86,68.59,46.31,74.05,135.76,129.41,51.5,478.02,254.7,491.77,49.67,43.96,139.51,266.66696,144.27,371.7,65.655,60.325,2164.08,90.36,86.87,229.43,29.35697,89.435,356.4,86.3065,1640,31.59,162.04,57.92,50.51,202.88,425.22,243.25668,647.03,132.43,268.94,231.56,228.08,231.92,34.23,166.78,111.73,0.090321256281407
2021-01-05,360.83,348.89,48.28,359.83,41.16,301.7,148.63,374.9,217.9,126.09,103.44,45.71,107.13,375.74,112.36,483.45,543.65,152.43,6.24,169,168.49,246.39,60,227.76,117.17,90.69,163.41,160.9255,79.65,451.28,134.0475,265.79,81.43,485.69,56.966667,520.8,70.095,47.61,77.26,136.14,131.01,52.03,494.55,258.89,497.26,50.61,43.98,141.32,268.35025,144.7,368.87,65.02,60.065,2188.07,90.02,89.6,228.58,29.314188,92.1875,366.5,87.0025,1650,31.635,165.67,57.98,49.98,201.97,428.1,245.03667,636.59,131.85,270.97,234.42,225.36,234.91,33.57,187.2,109.18,0.131378157207207
2021-01-06,344.41,350.99,49.1,349.9,43.03,302.87,149.3,376.55,212.25,129.39,104.19,45.35,112.97,370.02,114.18,470.09,540.39,151.19,6.52,166.75,167.9,247.75,61.95,233.25,122.29,88,164.22,156.91899,80.15,465.18,126.145,265.21,82.08,466.31,59.206665,500.49,71.44,46.51,77.11,130.64,126.6,53.22,496.49,249.7,483.6,51.1,44.4,136.8,264.26358,142.93,361,66.46,58.9,2249.81,91.15,90.83,226.65,30.269697,93.98,363.25,86.144005,1571.98,31.76,168.72,57.87,50.56,200.06,425.46,251.99333,624.51,131.53,263.31,224.48,220,226.83,33.94,176.75,116.26,0.0982892989515072
2021-01-07,342.5,355.06,49.71,365.02,45.26,315.2,155.61,382.41,218.29,130.35,103.35,46.75,114.75,367.92,114.43,481.2,558.36,155.7,6.42,176.36,168.85,250.44,62.52,234.02,122.02,89.67,167.94,158.108,80.95,469.9,133.44,278.19,79.89,477.74,58.933334,508.89,74.35,49.02,79.11,137.05,130.92,53.06,514.46,258.84,495.19,52.19,44.96,140.74,269.4036,142.47,368.63,65.16,60.435,2239.85,91.53,94.56,232.9,29.970207,96.79,367.29,88.717,1597.97,31.8,174.99,57.76,50.66,200.97,443.39,272.01334,629.77,133.19,268.74,233.38,226.21,235.04,33.695,180.12,115.09,0.189393607395498
2021-01-08,349.61,350.15,50.75,374.66,45.21,319.85,156.74,379.61,219.62,129.69,105.67,47.495,112.97,369.94,116.79,498.73,570.53,156.64,5.91,177.66,171.05,252.54,63.04,238.49,122.41,91.3,171.16,159.135,81.95,477.92,132.7675,283.18,79.18,485.1,58.533337,510.4,73.7,49.08,77.42,136.19,132.05,54.48,501.63,262.8,513.2,51.65,45.06,141.86,272.91696,144.18,374.46,65.76,61.09,2281.54,92.02,95.56,237,30.09856,97.0225,365.46,89.8915,1719,32,175.03,58.19,51.54,200.9,445.64,293.34003,634.38,135.06,267.57,235.48,227.65,242.46,33.62,180.77,112.75,0.117731704746318
2021-01-11,337.71,339.5,50.48,373.33,47.7,317.81,158.3,372.48,217.49,128.66,104.6,46.47,112.43,364.01,115.05,502.92,557.04,156.11,5.94,179.04,168.51,267.52,62.51,237.57,120.87,90.91,171.31,155.7105,80.14,483.83,136.215,289.11,78.775,474.24,58.813335,499.1,73.905,50.24,78.67,134.69,128.98,53.93,516.48,260.43,506.55,51.54,45.36,141.22,271.21695,142.09,372.34,64.4,60.435,2221.27,91,97.96,234.64,29.848988,92.66,361.66,87.81451,1761.55,31.36,173.21,57.09,51.52,197.87,445.76,270.39667,641.13,132.93,256.84,230.67,228.83,237.5,32.85,172.49,117.26,0.0426994615748031
2021-01-12,356.81,339.47,51.62,373.27,47.96,320.13,159.09,361.28,214.93,127.39,102.82,46.995,114.18,364.2,111.2,505.75,552.88,154.45,5.88,180.37,169.06,267.39,62.08,236.59,121.16,89.25,172.3,156.0415,79.64,495.4,134.8475,290.99,77.84,471.65,59.64,494.25,74.66,50.64,79.46,133.72,128.8,56.04,536.44,258.58,496.73,53.24,45.79,139.06,262.81024,141.43,365.67,63.4,60.915,2196.34,90.72,100.01,229.38,30.005863,90.0425,356.93,86.871506,1810.09,31.36,176.08,57.32,50.01,196.64,449.39,283.14667,621.49,128.69,251.09,234.19,225.62,237.64,32.18,169.48,124.55,0.0510803467826087
2021-01-13,364.63,335.81,50.7,375.58,48.94,314.33,158.48,362,216.34,126.51,102.89,45.935,112.47,366.95,110.24,511.9,551.14,157.42,5.89,176.69,164.66,266.67,61.54,237.74,119.16,89.77,171.41,158.2945,79.61,482.81,135.3175,290.1,78.15,472.05,59.3,507.79,75.35,50.24,79.91,134.12,130.89,55.71,526.5,257.14,497.58,56.95,45.36,136.34,270.4836,142.59,364.96,65.01,59.55,2182.42,89.56,98.05,227.1,30.51927,90.6375,352.14,87.3625,1798.19,31.66,177.42,57.37,50.16,196.88,451.21,284.80334,618.01,128.5,251.64,229.87,229.07,244.9,32.01,164.8,124.06,0.202704935191083
2021-01-14,383.24,327.14,50.32,369.05,49.32,311.11,159.46,371.04,213.02,128.93,101.82,45.68,109.97,362.35,107.98,517.91,554.64,160.85,5.83,175.86,161.91,280.29,62.4,241.66,117.07,89.99,171.71,156.3735,80.05,471.5,132.0025,303.88,78.83,463.27,59.506668,500.86,76.64,51.31,81.3,135.4,128.91,55.27,557.79,257.91,488.9,59.25,45.15,138.94,265.7136,141.76,365.51,63.56,58.63,2182.59,88.07,105.8,226.12,30.362396,88.02,347.73,86.546005,1852.53,31.54,180,57.31,49.58,193.88,452.07,281.6667,623.09,124.69,245.64,222.97,227.33,242.06,32.08,167.26,129.72,0.211898203024575
2021-01-15,384.53,326.07,50.48,364.28,48.92,308.51,157.75,376.35,212.65,126.8,102.33,45.825,108.34,362.16,108.2,517.93,567.23,157.09,5.8,185.75,161.12,275.84,63.33,245.49,116.97,90.69,169.19,155.21251,80.24,466.69,128.595,304.13,80.47,458.08,58.77334,497.98,74.28,50.77,80.72,134.64,127.14,55.42,547.53,258.92,489.46,57.58,45.43,139,259.47357,141.39,371.01,64.96,57.89,2119.23,88.37,103.14,225.55,30.918589,88.55,344.5,86.381004,1851.78,31.86,172.22,57.22,48.69,190.02,445.85,275.38666,628.91,127.28,251.36,222.93,222.56,239.79,31.99,161.2,129.65,0.069546990296496
2021-01-19,393.87,322.04,50.42,369.51,48.15,310.97,160.54,390.21,216.44,126.86,102.54,45.04,108.05,354.47,107.67,533.89,557.41,163.77,5.95,188.78,161.98,273.84,67.07,248.27,113.98,93.15,174.19,156.03801,79.76,463.94,130.2525,314.08,80.71,456.5,59.473335,501.77,76.625,53.81,85.5,137.62,127.83,56.98,580.02,268.2,484.93,57.99,45.19,141.43,259.47025,142.06,384.95,64.71,58.045,2163.04,88.34,109.22,231.91,30.533531,89.41,342.25,89.2235,1913.21,31.82,175,57.14,48.845,191.37,459.27,281.51666,633.27,129.85,261.1,226.74,221.04,247.25,32.36,168.79,125.01,0.216633971230503
2021-01-20,382.8,332.19,48.7,378.65,48.09,308.58,159.83,403.54,224.34,126.73,105.46,44.805,107.54,361.3,109.14,542.27,564.37,164.6,5.96,190.8,162.35,270.28,67.99,252.36,115.06,95.12,173.33,163.16899,81.91,466.19,133.6575,304.33,80.75,469.73,59.593334,586.34,76.19,54.08,83.5,140.1,132.03,56.17,563,273.43,495.04,58.67,45.34,145.6,266.19028,141.33,389.46,65.43,58.195,2160.05,89.32,107.84,236.7,30.697536,91.03,355.12,94.0035,1984.34,31.95,174.49,57.1,48.88,194.71,461.88,283.48334,642.82,132.3,267.48,231.61,226.79,244.26,32.86,170.96,125.14,0.334792537104072
2021-01-21,382.81,331.42,48.165,371.86,47.07,306.46,159.29,404.87,224.97,126.62,104.58,44.6,107.79,362.8,108.95,535.48,543.81,164.75,5.99,185.78,161.03,270.12,66.98,252.03,115.39,94.6,175.1,165.3495,80.88,471.01,138.675,305.2,80.97,472.02,65.82667,579.84,76.16,53.49,85.01,138.62,136.87,56.4,564.19,272.87,496.44,62.46,45.11,145.97,266.2236,139.61,381.75,65.11,57.85,2109.94,87.55,107.97,238.64,30.676146,91.875,349.22,94.207504,1940.19,31.54,173.62,56.12,49.13,194.87,466.82,281.66333,650.43,130.4,272.87,234.18,229.39,248.64,32.78,172.81,132.98,0.211265579073482
2021-01-22,383.4,324.48,47.72,374.57,47.45,299.17,155.58,406.25,225.95,122.9,103.91,44.1,107.88,362.3,107.28,537.78,534.08,162.42,5.97,182.75,161.98,269.44,66.94,253.5,113.33,94.43,172.81,164.6115,80.56,457.31,137.125,305.01,82.08,472.44,65.9,565.17,75.065,52.62,82.28,137.42,139.07,56.46,563.85,270.14,492.86,56.66,44.77,146,248.02692,138.59,374.85,64.76,57.295,2066.24,86.87,106.33,237.59,30.333874,92.53,346.37,94.628006,1965.05,31.47,172.3,56.25,48.68,192.76,465.02,282.21335,646.69,130.36,274.5,235.45,235.53,252,32.91,171.89,131.02,0.139940963907285
2021-01-25,391.83,328.13,48.13,367.87,47.82,293.64,153.72,421,229.53,119.62,103.45,44.23,106.37,361.88,106.71,548.2,539.47,164.4,6.06,180.12,163.68,275.54,68.16,257.1,113.54,93.4,172.92,164.7,80.03,449.95,136.5325,308.9,82.59,473.44,65.29,556.78,74.59,54.43,81.28,135.9,142.92,57.25,567.76,269.63,489.21,55.44,45.03,146.3,250.67024,140.18,374.43,66.5,56.45,2018.43,86.96,108.12,241.31,30.911455,94.0975,339.99,94.714005,1880,32.03,174.42,56.87,48.97,188.68,464.79,293.6,652.17,131.1,278.01,231.08,234.99,247.75,33.75,180.43,147,0.255172419963031
2021-01-26,374.39,323.16,47.605,366.64,49.19,291.75,154.94,420.55,232.33,120.44,104.69,44.4,105.7,364.98,106.21,544.1,535.1,162.55,6.55,172.64,164.53,271.67,66.7,258.6,111.66,92.38,171.47,166.3065,79.55,454.5,134.3525,303.55,81.82,476.28,65.206665,561.93,72.49,54,79.51,133.83,143.16,59.17,552.66,266.09,478.1,55.21,45.26,146.3,256.55026,141.8,374.8,65.81,55.135,1983.16,87.33,105.53,237.64,30.554922,90.355,330.56,95.3975,1807.74,32.63,168.75,57.59,50.09,188.5,463.87,294.36334,649.54,131.41,282.05,223.88,235.6,241,34.39,173.98,151.93,0.2133816500516
2021-01-27,370.74,318.2,47.82,348.85,51.18,273.47,147.48,432.08,232.9,117.47,97.87,42.965,101.56,356.39,103.22,515.56,509.64,153.67,6.87,162.69,165.67,265.15,65.48,251.06,107.89,88.67,162.93,161.62901,76.15,428.37,129.1775,284.44,80.44,460,64.26667,523.28,66.52,51.14,75.09,128.43,142.06,58.35,515.04,254.53,465.18,53.59,45.7,146.23,252.91025,138.04,363.11,63.82,54.125,1886.09,87.28,98.58,225.25,29.250011,87.41,329.51,90.947,1718.7,33.2,160.56,56.42,48.42,184.27,444.7,288.05334,615.78,123.27,272.14,217.3,223.45,229.94,34.74,166.3,155.73,0.072843846
2021-01-28,378.59,324.42,46.65,362.87,50.68,284.22,149.21,438.22,238.93,120.71,98.15,44.365,102.87,357.06,105.25,506.27,536.58,155.55,6.4,162.57,166.75,267.87,64.68,247.75,113.79,90.27,169.23,161.88101,78.9,432.33,130.51,291.1,80.56,465.67,62.36667,538.6,69.325,52.18,78.39,132.95,137.09,56.44,507.35,259.16,482.27,56.065,45.34,143.01,255.12024,139.19,369.95,63.64,54.96,2034.1,89.09,101.15,230.04,29.977339,91.7225,330.24,92.659996,1844.73,32.42,164.33,57.12,51.6,186.43,451.74,278.47668,654.65,127.77,265,227.02,228.56,237.79,33.96,169.36,159.55,0.199021532465753
2021-01-29,372.07,318.12,45.59,354.37,50.25,277.43,147.33,426.44,231.96,116.31,96.81,43.415,101.66,352.43,102.69,503.84,525.38,156.28,6.26,164.27,165.12,282.61,65.6,241.43,111.29,91,165.69,160.31,77.95,425.47,129.8975,280.07,80.91,458.77,60.813335,532.39,68.055,51.46,78.27,130.39,131.96,56.51,483.95,255.45,478.68,55.51,44.58,143.2,249.2136,136.57,361.23,63.99,54.875,1944.33,87.32,96.68,229.08,29.635067,93.7125,328.68,91.368004,1779.51,31.8,160.47,55.44,49.57,183.5,450.5,264.51,607.56,126.08,258.33,231.13,227.53,234.31,33.51,165.71,173.16,0.0722529456
2021-02-01,381.93,325.49,46.42,367.94,48.83,286.32,151.88,443.38,239.65,117.75,98.58,44.125,100.86,350.52,106.5,508.08,543.05,161.58,6.26,162.86,166.35,278.46,65.1,240.43,112.41,91.42,172.46,167.144,78.84,436.54,132.37,292.62,81.18,470,60.786667,539.04,71.125,52.87,80.43,134.4,134.14,58.47,501.45,263.57,492.42,56.69,45.4,145.87,248.70358,136.98,373.58,63.94,55.43,1990.46,89.3,101.21,231.77,30.005863,95.655,333.47,94.653496,1896.79,31.92,171.53,55.25,50.15,185.94,466.74,279.93668,599.02,128.42,262.01,234.87,236.69,241.85,33.25,173.96,157.48,0.214396902863962
2021-02-02,391.84,331.22,46.47,375.12,48.44,294.61,151.87,440.25,239.51,122.1,101.65,45.22,104.02,355.58,110.02,499.98,557.77,164.78,6.2,166.05,168.38,277.72,65.13,240.49,116.275,93.98,174.75,169,80.05,444.97,135.5675,298.78,82.11,484.93,61.260002,548.16,71.96,52.86,81.62,135.72,134.99,57.33,516.07,269.76,506.65,58,45.83,148.97,252.61357,138.38,384.11,64.2,56.98,2065.53,90.53,103.59,217.33,30.554922,98.6575,343.92,95.956,1909.99,31.99,177.21,56.16,51.18,188.7,476.88,290.93,616.7,131.89,267.08,248.79,257.76,249.1,33.16,182,158.58,0.160584675340599
2021-02-03,380.47,331.61,47,370.07,48.9,292.85,147.58,420.2,243,123.35,101.02,45.205,104.94,355.21,110.2,491.18,546.18,162.3,6.18,163.11,166.83,263.25,64.52,237.08,117.69,92.77,168.58,165.62651,79.34,442.48,135.305,286.3,81.28,481.92,63.78,539.45,69.935,51.11,79.11,134.82,133.94,58.04,504.33,265.21,485.36,57.68,45.77,140.82,248.46692,138.02,380.15,63.18,56.05,2027.3,89.95,99.87,211,30.291088,97.9225,332.39,102.94399,1870.52,31.92,174.1,55.28,50.47,186.87,465.19,284.89667,609.26,129.37,266.65,243.99,258.63,251.9,33.01,193.11,165.86,0.303282885810056
2021-02-04,389.98,338.26,47.12,377.41,49.27,300.49,150.52,428.64,242.01,125.45,103.64,45.735,106.14,355.85,112.24,498.84,615.16,147.97,6.12,165.42,170.56,267.39,65.83,237.22,118.75,92.68,172,166.55,74.69,451.84,136.6425,294.23,82.21,489.38,64.73334,552.16,71.87,50.3,81.25,137.1,137.39,61.12,519.53,270.09,494,58.79,47.25,138.63,252.35025,139.68,392.73,63.59,57.165,2082.94,91.58,103.24,213.71,31.139637,100.8125,338.59,102.681496,1893.35,32.3,181.45,56,51.45,188.39,470.63,283.33002,619.79,130.6,266.49,241,264.19,270.43,32.92,197.26,173.31,0.196383247932817
2021-02-05,419.59,344.98,47.3,379.48,49.81,305.86,148.76,428.91,242.2,129.48,106.48,45.55,105.645,355.17,112.22,498.98,620.45,145.84,6.105,190.61,167.28,265.09,68.46,236.32,118.72,101.61,169.93,167.6075,74.5,448.29,135.91,288.03,82.19,492.12,64.38667,550.79,72.72,50.05,81.1,135.8,136.76,62.23,509.76,272.92,502.64,58.18,48.08,141.22,254.08359,140.96,389.38,63.44,59.695,2096.42,91.63,100.71,215.26,31.146769,102.7575,334.08,104.441505,1918.13,32.53,181.99,56.21,51.11,187.43,466.01,284.07666,617.65,125.28,268.1,243.8,263.95,269.44,33.8,196.16,176.24,0.182875848118812
2021-02-08,410.81,349.15,47.47,381.97,49.93,302.81,153.2,451.06,242.47,129.09,106.26,45.44,107.07,359.83,113.4,494.9,602.44,147.38,6.055,177.15,167.92,268.93,67.97,237.57,120.66,101.19,175.12,166.147,75.85,452.5,144.3875,302.26,80.98,493.76,64.513336,547.92,76.235,51.6,84.01,137.58,136.91,63.84,532.78,276.48,495.76,59.16,48.94,142.46,256.66357,140.4,389.74,62.25,60.39,2099.56,91.71,106.19,214.37,31.189554,100.825,339.71,104.226006,1900.89,32.105,188.12,56.02,51.85,188.86,472.7,287.80667,615.53,126.1,266.58,244.38,272.79,282.17,33.91,188.26,185.98,0.191484760441426
2021-02-09,430.03,349.34,47.31,386.39,50,304.5,152.85,453,243.77,127.05,106.22,45.255,109.82,359.56,113.45,490.68,615,146.11,6.06,175.73,167.38,269.31,67.3,236.65,120.05,102.73,173.69,165.25,76.16,453.27,142.6325,298.31,79.84,496.05,66.27334,559.07,76.025,51.25,83.32,139.49,136.01,62.23,528.08,278.16,505.05,58.78,48.5,146.11,259.78357,139.6,391.55,62.12,60.54,2085.28,90.89,105.38,213.82,31.06833,100.2575,340.69,103.76949,1878,32.4,188.04,55.5,52.72,190.51,474.63,283.15335,619.51,124.45,269.45,248.05,275.37,284.2,33.71,189.76,179.52,0.120506075049505
2021-02-10,431,349,47.66,386.59,51.61,301.71,153.23,450,242.82,126.75,105.87,45.225,110.25,356.12,109.42,491.22,605.78,145.5,6.07,169.35,166.94,275,67.29,238.46,120.28,102.76,174.36,164.32901,76.04,456.47,147.6425,297.61,80.01,492.67,66.4,563.59,75.82,50.59,82.35,137.86,135.39,62.32,532.5,276.87,516.54,58.86,47.24,144.61,262.69693,137.7,397.29,62.28,59.025,2141.76,90.45,105.88,212.53,30.890064,99.86,341.39,104.324,1905.27,32.03,187.9,55.25,52.75,190.82,470.05,268.27335,611.63,124.49,271.87,252.46,274.09,283.18,33.89,199.61,179.34,0.126861932608696
2021-02-11,432.77,341.06,47.07,396.13,50.12,300.21,158.8,451.22,244.49,126.65,105.86,44.97,109.09,352.2,108.48,490.54,599,145.56,6.11,172.02,166.8,278.81,66.92,235.04,121.88,103.24,179.22,163.10649,76.97,433.16,152.5075,324.48,78.95,496.62,65.73334,557.59,78.815,52.11,86.48,143.97,135.13,62.31,572.21,286.7,528.47,60.66,47.58,147.33,266.27695,134.97,408.82,61.57,57.985,2159.26,90.29,113,210.495,30.476486,102.55,345.89,104.4375,1942.25,31.91,194,55.68,53.23,189.3,478.39,270.55334,618.68,124.4,270.39,252.8,275.99,285.03,35.54,199.8,183.44,0.191692322734499
2021-02-12,433.11,342.44,47.39,403.6,50.38,305.14,160.78,504.76,244.99,129.48,105.3,45.865,108.375,352.75,109.99,485.62,609.58,147.98,6.09,165.84,167.03,278.03,66.89,237.21,119.09,103.81,179.64,163.8855,76.96,433.05,149.6125,331.81,78.61,498.84,65.333336,556.52,79.775,53.82,88.01,145.68,135.37,63.01,586.16,292.09,544.08,61.81,47.29,147.74,269.2703,133.87,413.99,61.54,59.7125,2150.58,89.4,116.7,213.98,30.09856,103.14,342.86,104.7515,1943,31.77,194.39,55.19,53.23,189.5,486.32,272.04,613.45,123.68,270.5,252.97,281.36,298.37,35.39,196.59,183.74,0.156869508203991
2021-02-16,444.51,345.1,46.63,401.86,49.14,308.22,160.49,492.55,243.7,130.4,106.15,46.09,107.65,354,110.2,480.71,614.21,147.16,5.99,159.34,166.16,279.32,64.8,232.84,119.93,102.96,180.76,163.4475,76.11,442.78,153.3025,337.18,78.19,501.64,64.753334,557.28,81.12,52.94,87.74,145.99,133.19,62.865,591.79,290.67,538.16,62.47,46.51,145.78,263.98358,134.38,422.26,60.51,59.07,2184.16,88.8,118.35,210.27,29.934555,101.095,339.85,105.534996,1939.87,31.42,195.43,54.88,52.84,188.36,489.13,265.40668,618.47,122,273.97,248.95,274.87,304.79,35.36,202.81,178.53,0.247323916627078
2021-02-17,429.42,339.11,46.95,393.9,49.56,302.52,159.75,494.24,244.2,131.34,104.44,46.08,108.32,358.04,111.07,481.68,599.53,144.75,6.01,158.83,167.13,276.67,65.1,235.61,119.47,102.35,178.53,165.43199,76.43,447.46,149.06,330.3,78.49,491.23,64.03,551.34,81.525,50.4,86.05,141.78,130.84,63.05,585.91,283.76,540.35,61.85,46.25,145.83,260.02026,134.46,415.81,60.9,58.995,2233.77,89.18,115.71,214.85,30.070036,103.53,337.52,105.93101,1890.25,31.66,189.69,54.92,52.99,188.56,482.48,266.05002,624.12,121.3,273.57,250.53,271.05,297.2,37.02,202.82,176.76,-0.0232673378676471
2021-02-18,417.91,340.45,47.29,389.81,48.92,300.72,158.09,485.79,243.79,131.98,104.97,46.325,107.76,356.92,113.05,477.03,594.99,143.91,6.02,158.62,172.6,275.9,65.23,232.53,120.21,102.25,176.51,166.4115,74.82,458.52,148.29,325.16,80.48,488.37,63.233334,548.22,78.27,50.47,88.535,139.53,129.71,62.8,577.77,270.95,551.79,61.61,46.34,147.41,255.8436,135.37,415.39,62.3,59.385,2259.79,91.28,113.43,209.83,30.447964,102.71,336.83,105.290504,1891.09,31.74,185.88,56.13,52.56,192.02,483.26,262.46002,616.42,123.04,269.39,256.73,272.79,290.81,38.96,195.78,169.57,-0.0344969201565558
2021-02-19,417.26,343.49,47.23,395.37,48.86,305.4,163.8,486.26,240.97,136.28,103.37,44.825,107.9,354.77,111.36,470.37,599.25,144.94,6.01,157.75,169.29,278.35,64.37,231.69,118.95,100.8,178.35,162.495,73.64,460.41,149.265,330.67,79.08,479.12,63.460003,540.22,81.175,51.89,90.96,139.66,129.87,61.98,598.41,268.07,544.13,63.01,45.68,145.95,250.05025,132.51,411.35,62.07,58.535,2293.05,90.25,119.46,207.02,29.506716,104.735,332.23,104.440506,1910.39,31.24,191.59,54.31,52.1,190.49,489.96,260.43335,607.29,120.1,261.56,258.41,276.34,286.92,37.48,195.98,174.74,0.0589014793791574
2021-02-22,394.34,340.5,46.32,383.2,48.86,297.7,159.24,470.56,234.51,142.56,101.81,44.585,104.88,350.21,113.36,460.58,579.54,139.46,6.02,157.58,170.82,284.63,64.11,231.47,121.5,96.58,173.09,159.037,73.25,456.67,143.5575,316.16,76.77,467.33,63.120003,533.78,77.595,49.69,86.28,133.16,126,61.56,567.8,254.69,536.91,60.71,45.43,142.26,247.13359,131.99,401.55,60.425,56.265,2350.02,90.39,115.23,214.96,28.950521,103.015,321.49,102.713005,1788.82,31.68,185.61,54.32,52.5,186.24,476.36,238.16667,596.5,117.91,260.33,241.01,269.95,273.85,37.23,188.24,159.37,0.119274465861514
2021-02-23,388.16,336.71,46.8,375.56,48.41,290.25,157.7,464.54,233.27,149.55,101.37,44.16,102.98,342.15,115.6,468.03,567.81,137.12,5.95,157.03,172.065,279.08,63.68,232.46,120.26,96.42,172.85,159.725,72.88,453.97,141.42,318.78,78.09,467.8,62.22,546.15,77.465,48.84,88.23,132.6,125.86,61.37,562.65,253.21,525.22,61.12,45.51,141.17,248.23691,132.78,399.09,61.93,55.605,2359.37,90.88,116.14,216.44,29.093136,101.695,322.85,103.006004,1775.79,31.79,181.08,54.8,53.34,185.36,471.9,232.94669,602.77,119.22,265.855,241.46,261.73,265,37.12,187.91,150.17,0.0830131506306307
2021-02-24,385.23,338.31,46.9,385.37,49.17,298.91,161.76,461.05,234.55,157.5,104.38,44.12,101.13,340.7,119.07,458.6,573.26,141.1,5.99,155.02,176.62,282.74,63.71,229.99,123.61,95.69,179.39,157.9765,74.93,455.87,144.99,328.43,77.1,476.62,62.853333,553.41,78.625,49.26,92.52,139.42,125.35,59.38,596.9,260.68,532.88,63.19,45.74,137.68,252.9036,132.09,413.18,60.21,55.28,2443.5,93.36,122.81,217.04,28.658163,101.41,317.7,104.190506,1714,31.46,186.21,54.33,53.4,167.53,480.88,247.34001,608.51,119.38,264.31,239.93,262.78,266.07,37.6,179.32,144.79,0.185451883710407
2021-02-25,364.73,328.05,46.28,338.46,48.27,284.03,153.68,445.86,228.99,150.09,103.47,42.675,98.88,333.9,116.29,453.19,556.11,135.53,5.86,150.09,175.53,277.26,62.79,227.52,118.77,95.1,170.53,152.858,73.38,445.89,133.075,304.79,76.3,459.16,61.813335,546.7,73.86,46.56,88.12,138.02,120.99,56.98,547.65,244.09,518.28,60.4,45.52,135.24,247.26357,130,387.98,59.84,53.46,2273.2,91.41,113.93,212.98,27.75257,98.8675,310.12,100.7975,1613.06,30.86,178.52,54.04,52.24,164.29,457.16,227.40666,601.55,120.89,254.69,232.4,251.19,253.94,37.27,171.06,148.38,0.138588358052885
2021-02-26,373.61,324.34,46.37,340.99,47.93,276,155.82,439.41,232.38,148.07,108.03,43.87,98.2,331,115.37,450.57,567.11,136.19,5.85,151.11,174.02,272.88,61.4,224.92,116.64,95.61,172.27,154.6465,73.48,447.33,137.145,311.23,74.85,459.67,60.66,538.85,76.315,48.28,91.53,141.09,121.26,56.42,567.19,245.21,520.17,60.78,44.87,133.97,245.60023,129.19,390.14,58.59,54.58,2328.51,91.07,118.19,212.55,27.524387,99.445,311.68,101.095505,1638.11,30.52,182.55,53.16,52.72,163.85,469.87,225.16667,613.42,119.97,257.62,237.7,245.18,259.85,36.38,171.16,154.81,0.0784746256521739
2021-03-01,409.66,344.88,48.47,346.11,47.85,284.27,158.59,446.5,236.94,148.47,106.87,43.775,99.23,331.77,116.68,463.05,565.11,139.49,6.02,152.55,177.5,273.24,62.46,227.04,120.57,98.72,177.67,157.30699,74.83,451.23,138.4175,325.99,76.71,469.57,62.480003,550.64,79.05,49.52,94.76,147.44,127.79,58.48,598.81,254.17,538.17,62.88,45.92,137.27,253.07024,130.62,406.41,59.15,54.91,2320.5,92.75,122.25,210.38,28.030666,99.1675,314.83,103.482994,1713.28,30.89,187.3,53.66,54.45,167.04,489.58,239.47667,619.68,123.57,264.91,251.5,252.8,273.63,37.09,186.15,157.4,0.158157812098299
2021-03-02,372.79,342.4,47.48,336.33,47.44,277.92,154.29,441.01,233.87,148.95,107.2,43.44,98.95,328.46,115.68,454.86,563.21,137.04,5.98,153.71,174.94,269.85,63.01,225.69,117.64,96.75,174.89,154.7265,74.95,451.36,134.0625,309.82,76.45,466.59,62.786667,547.82,76.045,47.83,91.09,142.15,125.12,56.99,573.36,247.87,529.47,61.24,45.515,136.82,250.00024,131.07,401.75,58.98,54.785,2282.21,92.14,117.5,212.06,28.030666,97.9775,317.47,103.224,1642.41,30.775,182.27,53.68,54.25,166.38,480.51,228.81334,616.07,122.45,259,244.4,247.96,269.19,37.32,175.52,146.81,0.0729437857442348
